Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,Lyrics
91850,2u0CelO5c81XS7z3dGpHbS,The Neighbourhood,Wiped Out!,The Beach,78,255133,False,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,4,rock,"If I told you that I loved you
Tell me, what would you say?
If I told you that I hated you
Would you go away?
Now I need your help with everything that I do
I don't want to lie, I've been relying on you


Fallin' again
I need a pick-me-up
I've been callin' you ""friend,""
I might need to give it up


I'm sick, and I'm tired too
I can admit, I am not fireproof
I feel it burning me
I feel it burning you
I hope I don't murder me
I hope I don't burden you
If I do, If I do


If I meet you in the middle, maybe we could agree
You make me feel little how you're looking at me
And you can throw me shade, all it does is just cool me off
First it just threw me off, now I'm just moving on
You might also like
Fallin' again
I need a pick-me-up
I've been callin' you ""friend,""
I might need to give it up


I'm sick, and I'm tired too
I can admit, I am not fireproof
I feel it burning me
I feel it burning you
I hope I don't murder me
I hope I don't burden you


Swim with me
I think I can see the beach
I know what's underneath
I need you here with me but we're out in the open
Swim with me
I think I can see the beach
Just don't look underneath us
I need you here with me but we're out in the open


I'm sick, and I'm tired too
I can admit, I am not fireproof
I feel it burning me
I feel it burning you
I hope I don't murder me
I hope I don't burden you
If I do, If I do"
91129,49oArb5U9DsUXpPSjDPsob,Creedence Clearwater Revival,REGNIG DAG,Have You Ever Seen The Rain,1,159693,False,0.779,0.662,0,-5.826,1,0.0284,0.141,1.16e-05,0.119,0.811,116.115,4,rock,"Someone told me long ago
There's a calm before the storm
I know, it's been comin' for some time
When it's over, so they say
It'll rain a sunny day
I know, shinin' down like water


I wanna know, have you ever seen the rain?
I wanna know, have you ever seen the rain?
Comin' down on a sunny day


Yesterday, and days before
Sun is cold and rain is hard
I know, been that way for all my time
'Til forever, on it goes
Through the circle, fast and slow
I know, it can't stop, I wonder


I wanna know, have you ever seen the rain?
I wanna know, have you ever seen the rain?
Comin' down on a sunny day
You might also like
Yeah!


I wanna know, have you ever seen the rain?
I wanna know, have you ever seen the rain?
Comin' down on a sunny day"
91366,3RJLtCGaNscT6SBfuIvlQE,Bryan Adams,80s Bangers Vol. 2,Run To You,1,233373,False,0.559,0.863,4,-4.704,1,0.0267,0.00229,8.29e-06,0.201,0.646,126.417,4,rock,"She says her love for me could never die
But that'd change if she ever found out about you and I


Oh, but her love is cold
Wouldn't hurt her if she didn't know, 'cause
When it gets too much
I need to feel your touch


I'm gonna run to you
I'm gonna run to you
'Cause when the feeling's right I'm gonna run all night
I'm gonna run to you


She's got a heart of gold, she'd never let me down
But you're the one that always turns me on, you keep me comin' 'round


I know her love is true
But it's so damn easy makin' love to you
I got my mind made up
I need to feel your touch
See Bryan Adams LiveGet tickets as low as $43You might also like
I'm gonna run to you
Yeah, I'm gonna run to you
'Cause when the feeling's right I'm gonna stay all night
I'm gonna run to you

Yeah, I'm gonna run to you
Oh, when the feeling's right I'm gonna run all night
I'm gonna run to you


When the feeling's right
Ooohh


Oh, I'm gonna run to you
Yeah, I'm gonna run to you
'Cause when the feeling's right I'm gonna stay all night
I'm gonna run to you


Oh, I'm gonna run to you
Yeah, when the feeling's right I'm gonna stay all night
Oh, when the feeling's right now
Oh, yeah, when the feeling's right now
I'm gonna run to you
Oh, oh

Yeah, I'm gonna run to you
Yeah, now
Oh, I'm gonna run to you, run to you
Yeah, I'm gonna run to you"
91696,5dvBeCMTzUNjyWIcuykzyh,Kaiser Chiefs,Employment,Everyday I Love You Less And Less,59,217706,False,0.49,0.956,1,-4.556,0,0.0407,0.00466,6.15e-06,0.242,0.577,160.028,4,rock,"Everyday I love you less and less
It's clear to see that you've become obsessed
I got to get this message to the press
That everyday I love you less and less
And everyday I love you less and less
I've got to get this feeling off my chest
The doctor says all I need is pills and rest
Since everyday I love you less and less


Unless, unless, I know, I feel it in my bones
I'm sick, I'm tired of staying in control
Oh yes, I feel, a rat upon a wheel
I got to know what's not and what is real
Oh yes, I'm stressed, I'm sorry I digress
Impressed, you dressed to S.O.S


Ooh, and my parents love me (na-na-na-na-na-na-na-na)
Ooh, and my girlfriend loves me, ooh (na-na-na-na-na-na-na-na)


Everyday I love you less and less
I can't believe once you and me did sex
It makes me sick to think of you undressed
Since everyday I love you less and less
And everyday I love you less and less
You're turning into something I detest
And everybody says that you're a mess
Since everyday I love you less and less
See Kaiser Chiefs LiveGet tickets as low as $82You might also like
Unless, unless, I know, I feel it in my bones
I'm sick, I'm tired of staying in control
Oh yes, I feel, a rat upon a wheel
I got to know what's not and what is real
Oh yes, I'm stressed, I'm sorry I digress
Impressed, you dressed to S.O.S


Ooh, and my parents love me (na-na-na-na-na-na-na-na)
Ooh, and my girlfriend loves me (na-na-na-na-na-na-na-na)
Ooh, they keep photos of me (na-na-na-na-na-na-na-na)
Ooh, that's enough love for me, ooh (na-na-na-na-na-na-na-na)




Ooh, and my parents love me (na-na-na-na-na-na-na-na)
Ooh, and my girlfriend loves me (na-na-na-na-na-na-na-na)
Ooh, they keep photos of me (na-na-na-na-na-na-na-na)
Ooh, that's enough love for me, oooh (na-na-na-na-na-na-na-na)"
91000,7DbdUf8aHSYoliSjO6LZv6,Beach Weather,Chit Chat,"Sex, Drugs, Etc.",90,196784,False,0.572,0.839,4,-5.083,0,0.0377,0.013,0.00976,0.522,0.465,143.969,4,rock,"Late night telephone
Calling all the wallflowers I know
Out the dark and into the light
Half love, half regret
Dressing up for Polaroids and cigarettes
Socialize, romanticize the life


Floating on my low-key vibe
Floating on my low-key vibe, vibe, vibe
I don't need that late night high
I'm floating on my vibe
Vibe, vibe
Vibe
Vibe, vibe


Bulletproof passengers
On the road to sex, drugs, et cetera
Get out the dark and into the light
Everywhere I go I know that I don't wanna be
Part of something I won't ever need
Your socialized, romanticized life


Floating on my low-key vibe
Floating on my low-key vibe, vibe, vibe
I don't need that late night high
I'm floating on my vibe
Vibe, vibe
Vibe
Vibe, vibe
You might also like
Out of touch in harmony
Designer drugs from dead end streets
Break the air to feel the fall
Or just feel anything at all


Floating on my low-key vibe
Floating on my low-key vibe, vibe, vibe
I don't need that late night high
I'm floating on my vibe
Vibe, vibe
Vibe
Vibe, vibe


Floating on my low-key vibe
Floating on my low-key vibe, vibe, vibe
I don't need that late night high
I'm floating on my—"
91720,7AGMxHs1bHNHLKAqOzeVZr,Jaymes Young,u don't deserve me,I'll Be Good,0,247346,False,0.393,0.277,7,-10.757,1,0.0314,0.7,0.0,0.0966,0.123,89.334,4,rock,"I thought I saw the devil this morning
Looking in the mirror
Drop of rum on my tongue with a warning
To help me see myself clearer


I never meant to start a fire
I never meant to make you bleed
I'll be a better man today


I'll be good, I'll be good
And I'll love the world like I should
I'll be good, I'll be good
For all of the times that I never could


My past has tasted bitter for years now so I wield an iron fist
Grace is just weakness, or so I've been told
I've been cold, I've been merciless


But the blood on my hands scares me to death
Maybe I'm waking up today
You might also like
I'll be good, I'll be good
And I'll love the world like I should
I'll be good, I'll be good
(I'll be good, I'll be good)


For all of the light that I shut out
For all of the innocent things that I doubt
For all of the bruises I've caused and the tears
For all of the things that I've done
All these years, no, yeah
For all of the sparks that I stomped out
For all of the perfect things that I doubt


I'll be good, I'll be good
And I'll love the world like I should yeah
I'll be good, I'll be good
For all of the times I never could
For all of the times I never could"
91278,7kStyQM8nYnWTshbOzZGp2,Bastille,Helloween Party,Snakes,0,197957,False,0.635,0.812,8,-4.724,1,0.0362,0.0576,0.0,0.135,0.486,137.976,4,rock,"Ooh, I'm not ready
Ooh, I'm not ready
Ooh, I'm not ready
Ooh, I'm not ready


Snakes are biting at my heels
The worries that refuse to let us go
I’ve been kicking them away
And hoping not to let them take control


Ooh, I’m not ready
Drink to escape their bites
Show me distraction
Even for just one night


'Cause it's easier to bury
My head in the sand sometimes
Yes, it's easier to bury
My head in the sand sometimes
And I know, I know, I know
It's not the right way to go
But I pray for the ground to swallow me who-ole
Ooh, I'm not ready
Ooh, I'm not ready
You might also like
Now these days are feeling dark
We're struggling to figure out last year
When the woman on the news
Keeps saying things that no one wants to hear


Ooh, I’m not ready
Drink to escape our minds
Show me distraction
Even for just one night


'Cause it's easier to bury
My head in the sand sometimes
Yes, it's easier to bury
My head in the sand sometimes
And I know, I know, I know
It's not the right way to go
But I pray for the ground to swallow me who-ole
Yes, I pray for the ground to swallow me who-o-ole
Ooh, I'm not ready
Ooh, I'm not ready


""Come on, boys. Let's go tear this place apart!
(Woo, Oh!)""

'Cause I know life is simple when
I can just ignore it all
'Cause I know, 'cause I know, 'cause I know
Life is simple when
I can just ignore it all
'Cause I know, 'cause I know, 'cause I know


If I’m not ready ('Cause I know, 'cause I know, 'cause I know)
Snakes will consume me whole ('Cause I know, 'cause I know, 'cause I know)
If I'm not steady ('Cause I know, 'cause I know, 'cause I know)
Maybe they'll take control ('Cause I know, 'cause I know, 'cause I know)


But it's easier to bury
My head in the sand sometimes
Yes, it's easier to bury
My head in the sand sometimes
I know, I know, I know
It's not the right way to go
But I pray for the ground to swallow me who-ole
Yes, I know, I know, I know
It's not the right way to go
But I pray for the ground to swallow me who-o-ole"
91805,0FB5ILDICqwK6xj7W1RP9u,The Script,#3 Deluxe Version,Hall of Fame,60,201093,False,0.511,0.872,10,-4.414,1,0.0491,0.0807,0.0,0.0975,0.511,84.953,4,rock,"Yeah, you can be the greatest, you can be the best
You can be the King Kong bangin' on your chest
You can beat the world, you can beat the war
You can talk to God, go bangin' on his door
You can throw your hands up, you can beat the clock (Yeah)
You can move a mountain, you can break rocks
You can be a master, don't wait for luck
Dedicate yourself and you gon' find yourself


Standin' in the Hall of Fame (Yeah)
And the world's gonna know your name (Yeah)
'Cause you burn with the brightest flame (Yeah)
And the world's gonna know your name (Yeah)
And you'll be on the walls of the Hall of Fame


You can go the distance, you can run the mile
You can walk straight through hell with a smile
You can be the hero, you can get the gold
Breakin' all the records they thought never could be broke, yeah
Do it for your people, do it for your pride
How are you ever gonna know if you never even try?
Do it for your country, do it for your name
'Cause there's gon' be a day, when you're
You might also like
Standin' in the Hall of Fame (Yeah)
And the world's gonna know your name (Yeah)
'Cause you burn with the brightest flame (Yeah)
And the world's gonna know your name (Yeah)
And you'll be on the walls of the Hall of Fame


Be a champion
Be a champion
Be a champion
Be a champion
And you'll be on the walls of the Hall of Fame


Be students, be teachers
Be politicians, be preachers
Yeah
Be believers, be leaders
Be astronauts, be champions
Be truth-seekers
Be students, be teachers
Be politicians, be preachers
Yeah
Be believers, be leaders
Be astronauts, be champions

Standin' in the Hall of Fame (Yeah)
And the world's gonna know your name (Yeah)
'Cause you burn with the brightest flame (Yeah)
And the world's gonna know your name (Yeah)
And you'll be on the walls of the Hall of Fame


You can be the greatest, you can be the best
(Be a champion)
You can be the King Kong bangin' on your chest
(You can be a champion)
You can beat the world, you can beat the war
(Be a champion)
You can talk to God, go bangin' on his door
(You can be a champion)
You can throw your hands up, you can beat the clock
(You can be a champion)
You can move a mountain, you can break rocks
(You can be a champion)
You can be a master, don't wait for luck
(You can be a champion)
Dedicate yourself and you gon' find yourself
(You can be a champion)
Standing in the Hall of Fame…"
91877,4YZg4UXqhMoUM40aPNIX1v,Counting Crows;Vanessa Carlton,OO's Music Grandi Successi,Big Yellow Taxi,1,226826,False,0.674,0.867,1,-4.329,1,0.0462,0.00199,0.0,0.206,0.821,88.04,4,rock,"They paved paradise and put up a parking lot
With a pink hotel, a boutique, and a swingin' hot spot


Don't it always seem to go
That you don't know what you got 'til it's gone
They paved paradise and put up a parking lot


Ooh, bop-bop-bop
Ooh, bop-bop-bop


They took all the trees, and put 'em in a tree museum
And they charged the people a dollar and a half to see them
No, no, no


Don't it always seem to go
That you don't know what you got 'til it's gone
They paved paradise and put up a parking lot


Ooh, bop-bop-bop
Ooh, bop-bop-bop
See Counting Crows LiveGet tickets as low as $58You might also like
Hey farmer, farmer, put away your DDT
I don't care about spots on my apples, leave me the birds and the bees
Please


Don't it always seem to go
That you don't know what you got 'til it's gone
They paved paradise and put up a parking lot
Hey now, they paved paradise to put up a parking lot


Ooh, bop-bop-bop
Ooh, bop-bop-bop




Listen, late last night, I heard the screen door slam
And a big yellow taxi took my girl away


Now, don't it always seem to go
That you don't know what you got 'til it's gone
They paved paradise and put up a parking lot
Hey-na-na, don't it always seem to go
That you don't know what you got 'til it's gone
They paved paradise and put up a parking lot
Why not? They paved paradise and put up a parking lot
Hey, hey, hey, paved paradise and put up a parking lot

Ooh, bop-bop-bop
Ooh, bop-bop-bop


I don't wanna give it, why you wanna give it
Why you wanna giving it all away
Hey, hey, hey
Now you wanna give it, I should wanna give it
'Cause you wanna giving it all away
No, no
I don't wanna give it, why you wanna give it
Why you wanna give it all away
'Cause you're giving it all, giving it all away
Yeah, yeah


Why do you want me?
Why do you want to?
'Cause you're givin' it all away, hey, hey, hey
La-la-la, la-la-la, la-la-la, la-la-la
Hey, paved paradise to put up a parking lot
La-la-la, la-la-la, la-la-la, la-la-la"
91102,0BxE4FqsDD1Ot4YuBXwAPp,Arctic Monkeys,Favourite Worst Nightmare,505,88,253586,False,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,4,rock,"I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side
With your hands between your thighs


Stop and wait a sec
And when you look at me like that, my darlin'
What did you expect?
I'd probably still adore you
With your hands around my neck
Or I did last time I checked
Not shy of a spark
The knife twists at the thought
That I should fall short of the mark
Frightened by the bite, though
It's no harsher than the bark
The middle of adventure
Such a perfect place to start


I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side
With your hands between your thighs
You might also like
But I crumble completely when you cry
It seems like once again you've had to greet me with goodbye
I'm always just about to go and spoil the surprise
Take my hands off of your eyes too soon


I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side
With your hands between your thighs and a smile"
91862,6gTMBuupuvkgAgQibruGUj,Andy Grammer,Frühstücksmusik Herbst/Winter 2022/2023,Joy,0,193621,False,0.675,0.793,2,-6.0,1,0.157,0.108,0.0,0.103,0.233,111.907,4,rock,"Me and fear, we had a thing in 1993
Told me I was wasting time with all these silly dreams
I dated doubt, she knocked me down every time I tried
But I found joy in my life
Sorrow swept me off my feet in 2009
I took long walks on the beach next to the oceans that we cried
And grief, she came and overstayed way longer than I'd liked
But I found joy in my life


I found joy, yeah, she opened up my eyes
And gave me wings and halo rings and taught me how to fly
Woo, ooh, I feel like a million lights
I found joy in my life
And got me like yeah, oh
I found joy in my life
And got me like yeah, oh
I found joy in my life


Pressure pushed me to the edge, she worked me to the bone
And jealousy, she lied to me, said I needed things I don't
Shame, she had a way to make me hate myself inside
But I found joy in my life
You might also like
I found joy on the loneliest of nights
I bought a rock, I tied the knot, and I'm making her my wife
Woo, ooh, I feel like a million lights
I found joy in my life
And got me like yeah, oh
I found joy in my life
And got me like yeah, oh
I found joy in my life


And there were days I did not know
If she would pack her bags and go
But that's my girl forever though
And she knows, she knows


I found joy and I kiss her every night
She gave me two more of her and I can't believe they're mine
Mmm, now I'm basking in their light
I found joy, I found joy
Yeah, oh
I found joy in my life
And got me like yeah, oh
I found joy in my life
I found joy in my life"
91853,2WfaOiMkCvy7F5fcp2zZ8L,a-ha,Hunting High and Low,Take on Me,85,225280,False,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4,rock,"We're talking away
I don't know what I'm to say
I'll say it anyway
Today is another day to find you
Shyin' away
I'll be comin' for your love, okay?


Take on me (Take on me)
Take me on (Take on me)
I'll be gone
In a day or two


So needless to say
I'm odds and ends
But I'll be stumblin' away
Slowly learnin' that life is okay
Say after me
""It's no better to be safe than sorry""


Take on me (Take on me)
Take me on (Take on me)
I'll be gone
In a day or two
You might also like


All the things that you say
Yeah, is it life or just to play
My worries away?
You're all the things I've got to remember
You're shyin' away
I'll be comin' for you anyway


Take on me (Take on me)
Take me on (Take on me)
I'll be gone
In a day


(Take on me) (Take on me)
(Take me on) (Take on me)
I'll be gone (Take on me) (Take on me)
In a day (Take me on) (Take on me)
(Take on me) (Take on me)
(Take me on) (Take on me)
(Take on me)"
91943,4ymzjLJIaRsXoTvO8sfDpZ,Paul Simon,Helloween Party,The Werewolf,0,205666,False,0.742,0.684,11,-6.543,0,0.137,0.139,0.0,0.115,0.547,133.593,4,rock,"Milwaukee man led a fairly decent life
Made a fairly decent living, had a fairly decent wife
She killed him, a sushi knife
Now they're shopping for a fairly decent afterlife


The werewolf is coming


The fact is most obits are mixed reviews
Life is a lottery, a lotta people lose
And the winners, the grinners with money-colored eyes
Eat all the nuggets, then they order extra fries


The werewolf is coming (Extra fries)
The werewolf is coming
The werewolf's coming, the werewolf's coming
Yes, the werewolf is coming, Joe
I hear her howling, prowling on the hills
The werewolf's coming, Bill


Ignorance and arrogance, a national debate
Put the fight in Vegas, that's a billion dollar gate
Revenues, pay per views, it should be pretty healthy
The usual productions, then it all goes to the wealthy
You might also like
Still, the werewolf's coming
Hey, the werewolf's coming


I'm not complaining, just the opposite my friend
I know it's raining, but we're coming to the end
Of the world, of the lyin' and the spyin' through
Oh, you don't know me, okay, I don't know you too


The werewolf's coming
The werewolf's coming up
The werewolf's coming, and the werewolf's coming
The werewolf is coming, Joe
I hear her howling, prowling on the hills
The werewolf's coming, Bill


You better stock up on water, canned goods off the shelves
And loot some for the old folks who can't loot for themselves
The doorbell's ringing, could be the elves
But it's probably the werewolf, it's quarter to twelve


And when it's midnight and the wolf bites
It's a full moon, she really got the appetite

The werewolf's coming
(The werewolf, the werewolf)
The werewolf's coming
(The werewolf, the werewolf)"
91816,2d8QadEHtIznYQftCI0r31,The Goo Goo Dolls,OK Boomers - Top Tunes,Black Balloon,3,249533,False,0.339,0.625,1,-8.57,1,0.028,0.056,0.000101,0.229,0.334,104.679,4,rock,"Baby's black balloon makes her fly
I almost fell into that hole in your life
And you're not thinking about tomorrow
'Cause you were the same as me
But on your knees


A thousand other boys could never reach you
How could I have been the one?
I saw the world spin beneath you
And scatter like ice from the spoon
That was your womb


Comin' down the world turned over
And angels fall without you there
And I go on as you get colder
Or are you someone's prayer?


You know the lies they always told you
And the love you never knew
What's the things they never showed you
That swallow the light from the sun
Inside your room, yeah
See The Goo Goo Dolls LiveGet tickets as low as $48You might also like
Comin' down the world turned over
And angels fall without you there
And I go on as you get colder
Or are you someone's prayer?


And there's no time left for losin'
When you stand they fall, yeah


Comin' down the world turned over
And angels fall without you there
And I go on as you get colder
All because I'm
Comin' down the years turn over
And angels fall without you there
And I'll go on and I'll lead you home and
All because I'm (All because I'm)
And I'll become
What you became to me"
91377,4b4ETAnCPzuL71IhujRpdW,Bryan Adams,Del gusto de mamá,Let's Make A Night To Remember,0,378906,False,0.47,0.621,0,-6.763,1,0.0253,0.206,0.000725,0.135,0.396,175.906,4,rock,"I love the way you look tonight
With your hair hanging down on your shoulders
And I love the way you dance your slow sweet tango
The way you wanna do everything but talk
And how you stare at me with those undress me eyes
Your breath on my body makes me warm inside


Let's make out, let's do something amazing
Let's do something that's all the way
'Cause I've never touched somebody like the way I touch your body
Now I never wanna let your body go


Let's make a night to remember
From January to December
Let's make love to excite us
A memory to ignite us
Let's make honey, baby, soft and tender
Let's make sugar, darlin', sweet surrender
Let's make a night to remember all life long


I love the way you move tonight
Beads of sweat dripping down your skin
Me lyin' here and you lyin' there
Our shadows on the wall and our hands everywhere
See Bryan Adams LiveGet tickets as low as $43You might also like
Let's make out, let's do something amazing
Let's do something that's all the way
'Cause I've never touched somebody like the way I touch your body
Now I never wanna let your body go


Let's make a night to remember
From January to December
Let's make love to excite us
A memory to ignite us
Let's make honey, baby, soft and tender
Let's make sugar, darlin', sweet surrender
Let's make a night to remember all life long


Oh, and I think about you all the time
Can't you see you drive me out of my mind?
Well, I'm never holding back again
Yeah, I never want this night to end


'Cause I've never touched somebody like the way I touch your body
Now I never wanna let your body go


Let's make a night to remember
From January to December
Let's make love to excite us
A memory to ignite us
Let's make honey, baby, soft and tender
Let's make sugar, darlin', sweet surrender
Let's make a night to remember all life long

Yeah, oh let's make out
Let's do somethin' amazin'
Let's do somethin' that's all the way
Every day, yeah, oh

Let's make honey, let's make sugar
Let's make a night to remember
Let's make love, slow and tender
Let's make a night to remember"
91352,23OXdR7YuUBVWh5hSnYJau,Twenty One Pilots,Trench,Chlorine,76,324466,False,0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,4,rock,"So where are ya?
It's been a little while


Sippin' on straight chlorine
Let the vibe slide over me
This beat is a chemical, beat is a chemical
When I leave, don't save my seat
I'll be back when it's all complete
The moment is medical, moment is medical
Sippin' on straight chlorine


Lovin' what I'm tastin', woah
Venom on my tongue, dependent at times
Poisonous vibrations, woah
Help my body run


I'm runnin' for my life
Runnin' for my life


Sippin' on straight chlorine
Let the vibe slide over me
This beat is a chemical, beat is a chemical
When I leave, don't save my seat
I'll be back when it's all complete
The moment is medical, moment is medical
Sippin' on straight chlorine
See ​twenty one pilots LiveGet tickets as low as $61You might also like
Fall out of formation, woah
I plan my escape from walls they confined
Rebel red carnation, woa-a-oh
Grows while I decay


I'm runnin' for my life
Runnin' for my life
Yeah, I'm runnin' for my life
Runnin' for my life


Hide you in my coat pocket, where I kept my rebel red
I felt I was invincible, you wrapped around my head
Now different lives I lead, my body lives on lead
The last two lines may read incorrect until said
The lead is terrible in flavor
But now you double as a paper maker
I despise you sometimes, I love to hate the fight
And you in my life is like


Sippin' on straight chlorine
Let the vibe slide over me
This beat is a chemical, beat is a chemical
When I leave, don't save my seat
I'll be back when it's all complete
The moment is medical, moment is medical
Sippin' on straight chlorine

Let the vibe, let the vibe
Let the vibe, let the vibe
Beat is a chemical, yeah
Let the vibe, let the vibe
Let the vibe, let the vibe
Moment is medical, yeah
Sippin' on straight chlorine
Let the vibe, let the vibe
Let the vibe, let the vibe
Beat is a chemical, yeah
Let the vibe, let the vibe
Let the vibe, let the vibe
Moment is medical, yeah


I'm so sorry I forgot you
Let me catch you up to speed
I've been tested like the ends of
A weathered flag that's by the sea
Can you build my house with pieces?
I'm just a chemical
Can you build my house with pieces?
I'm just a chemical
Can you build my house with pieces?
I'm just a chemical
Can you build my house with pieces?
I'm just a chemical"
91513,57bgtoPSgt236HzfBOd8kj,AC/DC,The Razors Edge,Thunderstruck,84,292880,False,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4,rock,"Thunder, ah
Thunder, ah
Thunder, ah
Thunder, ah
Thunder, ah
Thunder, ah
Thunder, ah
Thunder, ah
Thunder, ah
Thunder, ah


I was caught in the middle of a railroad track (Thunder)
I looked 'round and I knew there was no turning back (Thunder)
My mind raced and I thought, what could I do? (Thunder)
And I knew there was no help, no help from you (Thunder)
Sound of the drums beating in my heart
The thunder of guns tore me apart


You've been - thunderstruck


Went down the highway, broke the limit, we hit the town
Went through to Texas, Yeah, Texas, and we had some fun
We met some girls, some dancers who gave a good time
Broke all the rules, played all the fools
Yeah-yeah, they, they, they blew our minds
See AC/DC LiveGet tickets as low as $74You might also like
I was shaking at the knees
Could I come again please?
Yeah, the ladies were too kind


You've been - thunderstruck, thunderstruck
Yeah-yeah-yeah, thunderstruck
Oh, thunderstruck
Yeah


I was shaking at the knees
Could I come again please?
Yow





Thunderstruck, thunderstruck
Yeah-yeah-yeah, thunderstruck
Thunderstruck, yeah, yeah, yeah
Said


Yeah, it's alright
We're doing fine
Yeah, it's alright
We're doing fine, so fine

Thunderstruck, yeah-yeah-yeah
Thunderstruck, thunderstruck, thunderstruck
Whoa, baby, baby (Thunderstruck)
You've been thunderstruck, thunderstruck
Thunderstruck, thunderstruck
You've been thunderstruck"
91524,0puCOCSanni13tgXPVq192,The Cranberries,Los Clásicos del Pop 90s,Ode To My Family,1,270786,False,0.365,0.517,7,-6.635,1,0.0243,0.0622,0.0,0.265,0.0777,93.862,4,rock,"Understand the things I say
Don't turn away from me
Cause I've spent half my life out there
You wouldn't disagree


Do you see me, do you see?
Do you like me
Do you like me standing there?
Do you notice, do you know
Do you see me, do you see me?
Does anyone care?


Unhappiness where's when I was young
And we didn't give a damn
Cause we were raised
To see life as fun and take it if we can
My mother, my mother
She'd hold me
She'd hold me when I was out there
My father, my father
He liked me, well he liked me
Does anyone care?
You might also like
Understand what I've become
It wasn't my design
And people everywhere think
Something better than I am


But I miss you, I miss
Cause I liked it
Cause I liked it
When I was out there
Do you know this, do you know
You did not find me
You did not find
Does anyone care?


Unhappiness where's when I was young
And we didn't give a damn
Cause we were raised
To see life as fun and take it if we can
My mother, my mother
She'd hold me
She'd hold me when I was out there
My father, my father
He liked me, well he liked me
Does anyone care?

Does anyone care?
Does anyone care?
Does anyone care?
Does anyone care?
Does anyone care?
Does anyone care?
Does anyone care?
Does anyone care?
Does anyone care?"
91718,4R85DA7JJsUp5SlKvGy62M,Wallows,Here to Forever - All New Indie,Virtual Aerobics,0,122333,True,0.775,0.55,9,-3.765,1,0.0345,0.183,0.0,0.0434,0.72,109.952,4,rock,"Hey there, safe travels
Read it, I unravel
Simple words that might
Kill me, let's spend the night


Doing some virtual aerobics
Hey, watch my grapevine and my sidekick
I’m not too good, but I try my best
Work hard no matter what happens next
Wanna dress in what makes you like me
I'll probably overwear these Nikes
I'll clean ’em off when they get a scuff
Tell me when you think they've had enough


There's no color in San Francisco
You laughed and said, ""Just look around you""
Being here for the first time with you
It lets me see it totally new


Yeah, you called me out like that (Like that)
Yeah, you made me blush like that (Like that)
Only been here one night, leavin' doesn't feel right
We could live a life like that (Like that)
I love how you move like that
I love how you kiss like
When we aren't together, fuck all of the weather
I'll get to your side like that
Side like that, side like, side like
I'll get to your side like that
Let’s spend the night
See Wallows LiveGet tickets as low as $31You might also like
Doing some virtual aerobics
Hey, watch my grapevine and my sidekick
I’m not too good, but I try my best
Work hard no matter what happens next
Wanna dress in what makes you like me
I'll probably overwear these Nikes
I’ll clean 'em off when they get a scuff
Tell me when you think they've had enough"
81926,4nVBt6MZDDP6tRVdQTgxJg,One Direction,Midnight Memories (Deluxe),Story of My Life,83,245493,False,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,4,pop,"Written in these walls are the stories that I can't explain
I leave my heart open
But it stays right here empty for days
She told me in the morning
She don't feel the same about us in her bones
It seems to me that when I die
These words will be written on my stone


And I'll be gone, gone tonight (Oh-oh-oh)
The ground beneath my feet is open wide (Oh-oh-oh)
The way that I've been holding on too tight (Oh-oh-oh)
With nothing in between


The story of my life, I take her home
I drive all night to keep her warm
And time is frozen (The story of, the story of)
The story of my life, I give her hope
I spend her love until she's broke inside
The story of my life (The story of, the story of)


Written on these walls are the colors that I can't change
Leave my heart open
But it stays right here in its cage
I know that in the morning
I'll see us in the light up on the hill
Although I am broken, my heart is untamed still
You might also like
And I'll be gone, gone tonight (Oh-oh-oh)
The fire beneath my feet is burning bright (Oh-oh-oh)
The way that I've been holding on so tight (Oh-oh-oh)
With nothing in between


The story of my life, I take her home
I drive all night to keep her warm
And time is frozen (The story of, the story of)
The story of my life, I give her hope
I spend her love until she's broke inside
The story of my life (The story of, the story of)


And I've been waiting for this time to come around
But, baby, running after you
Is like chasing the clouds


The story of my life, I take her home
I drive all night to keep her warm
And time is frozen


The story of my life, I give her hope (I give her hope)
I spend her love until she's broke inside ('Til she's broke inside)
The story of my life (The story of, the story of)

The story of my life
The story of my life (The story of, the story of)
The story of my life"
